interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
140,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,thioridazine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9760039
141,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,tiospirone,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9760039
142,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100135,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9550290
143,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100635,,,,,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,9760039|9550290
144,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,yohimbine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10611634
145,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,zotepine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
146,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,almotriptan,,,,,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Affinity of almotriptan at recombinant h5-HT1B receptors expressed in HeLa cells, determined in a radioligand displacement assay using [125I]GTI as tracer.",,,11134654
147,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,avitriptan,,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
148,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,avitriptan,,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
149,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,frovatriptan,,,,,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,9986723
150,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,[125I]GTI,,,,,Agonist,Agonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,1738002|8361548
151,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,1-naphthylpiperazine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179|1565658|8863519
152,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,2-methyl-5-HT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
153,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-CT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1557407
154,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-CT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
155,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,,,,,Agonist,Full agonist,,Not Determined,t,,,pKd,,,,-,,,,=,,,,1565658|8863519
156,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,-,,,,=,,,,10431754|1565658|9208142|9776361|11040052|8957260
157,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-hydroxytryptamine,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,-,,,,=,,,,1557407
158,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-MeOT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
159,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-(nonyloxy)-tryptamine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10513577
160,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,7-methoxy-1-naphthylpiperazine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179
161,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,8-OH-DPAT,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,-,,,,=,,,,9303569
162,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,alniditan,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
163,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,aripiprazole,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12784105
164,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,asenapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
165,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,cabergoline,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12388666
166,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CGS-12066,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|10513577
167,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,clozapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
168,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP-122288,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9303569
169,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP94253,,,,,Agonist,Full agonist,,Selective,f,,,pKi,,,,Ki,,,,=,,,,
170,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dihydroergotamine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8863519|8967979
171,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dipropyl-5-CT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
172,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,donitriptan,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
173,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,eletriptan,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10193663
174,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-694,247",,,,,Agonist,Full agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,10513577
175,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-772,405",,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,10585208
176,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,LY344864,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9395253
177,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lysergol,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
178,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,olanzapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
179,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,oxymetazoline,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9632357
180,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pergolide,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12388666
181,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,RU 24969,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1557407
182,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]8-OH-DPAT,,,,,Agonist,Full agonist,,Not Determined,f,f,,pKd,,,,-,,,,=,,,,10431754
183,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]alniditan,,,,,Agonist,Full agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9605573
184,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,TFMPP,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
185,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,tryptamine,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,1565658
186,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,xanomeline,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9884068
187,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ziprasidone,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
188,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"BMS 181,101",,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,11040052
189,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,BRL-15572,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9303567
190,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,bromocriptine,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
191,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,capeserod,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12130738
192,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,donitriptan,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,10381763
193,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9397179|9303567|9776361|8957260|9548813
194,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-775,606",,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,11040052
195,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lisuride,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
196,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,naratriptan,,,,,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
197,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rizatriptan,,,,,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
198,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,roxindole,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,10431754|12388666
199,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 216641,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9303567
200,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sumatriptan,,,,,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10611634|10193663|1565658|8863519|10513577|11040052|8967979
201,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[11C]AZ10419369,,,,,Agonist,Partial agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,20424633
202,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]eletriptan,,,,,Agonist,Partial agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10193663
203,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]N-methyl-AZ10419369,,,,,Agonist,Partial agonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,19401496
204,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]sumatriptan,,,,,Agonist,Partial agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10193663
205,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,terguride,,,,,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
206,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,vortioxetine,,,,,Agonist,Partial agonist,,Non-selective,f,t,,pKi,,,,Ki,,,,=,,,,21486038
207,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zolmitriptan,,,,,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
208,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-HT-moduline,,,,,Allosteric modulator,Negative,,,t,,,pIC50,,,,,,,,,,,,9774213
209,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-OH-DPAT,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
210,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,9-OH-risperidone,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
211,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,cyanopindolol,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
212,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10513577
213,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,10513577
214,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,,,,,Antagonist,Antagonist,,Selective,f,,,pKB,,,,-,,,,=,,,,11888546
215,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(R)-flurocarazolol,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11512051
216,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(S)-flurocarazolol,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11512051
217,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ketanserin,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9303569|9605573
218,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,ketanserin,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
219,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,metergoline,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8863519
220,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methysergide,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
221,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,mianserin,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
222,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ocaperidone,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9605573
223,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,(-)-pindolol,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
224,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pipamperone,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
225,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rauwolscine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
226,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,risperidone,,,,,Antagonist,Antagonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,8935801|9605573|18308814
227,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ritanserin,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9303569|9605573
228,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,S33084,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10869410
229,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 272183,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11454652
230,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 649915,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,15887956
231,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 714786,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,15887956
232,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sertindole,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
233,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,spiperone,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
234,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"[3H]GR 125,743",,,,,Antagonist,Antagonist,,Selective,f,,,pKd,,,,Kd,,,,=,,,,10513577|10452531
235,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(+)-WAY 100135,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9208142
236,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,yohimbine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10611634|1565658
237,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,yohimbine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
238,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zotepine,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
239,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methiothepin,,,,,Antagonist,Inverse agonist,,,f,,,pKi,,,,,,,,,,,,8863519|10513577|11040052|8957260
240,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 224289,,,,,Antagonist,Inverse agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,9776361|11040052|9548813
241,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB236057,,,,,Antagonist,Inverse agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,10443589
242,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,almotriptan,,,,,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Affinity of almotriptan at recombinant h5-HT1D receptors expressed in HeLa cells, determined in a radioligand displacement assay using [125I]GTI as tracer.",,,11134654
243,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,avitriptan,,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
244,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,ergotamine,,,,,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10715164
245,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,frovatriptan,,,,,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,9986723
246,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,"L-694,247",,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9855638
247,5-HT1D receptor,,,,,,,,,,,Gorilla,PNU109291,,,,,Agonist,Agonist,,Selective,f,,,pKi,,,,Ki,,,,=,,,,9632349
248,5-HT1D receptor,,Htr1d,P28565,ENSRNOG00000012038,,,,,,,Rat,[125I]GTI,,,,,Agonist,Agonist,,Selective,f,f,,pKd,,,,Kd,,,,=,,,,1738002|8361548
249,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]5-CT,,,,,Agonist,Agonist,,Non-selective,f,,,pKd,,,,Kd,,,,=,,,,10452531
250,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,1-naphthylpiperazine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179|1565658
251,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,2-methyl-5-HT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979
252,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-CT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979|1652050
253,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-hydroxytryptamine,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,10431754|1565658|9208142|9776361|8957260|8967979|1652050
254,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-MeOT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979|1652050
255,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,7-methoxy-1-naphthylpiperazine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179
256,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,8-OH-DPAT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10193663|9303569|8967979
257,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,alniditan,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9605573|8967979
258,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,α-methyl-5-HT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
259,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,aripiprazole,,,,,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,12784105
260,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,asenapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
261,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,CGS-12066,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|1652050
262,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,clozapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
263,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,CP-122288,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9303569
264,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dihydroergotamine,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,9605573|8967979|1652050
265,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dimethyltryptamine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
266,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dipropyl-5-CT,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,1565658
267,5-HT1D receptor,,Htr1d,P28565,ENSRNOG00000012038,,,,,,,Rat,donitriptan,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
268,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,donitriptan,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
269,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,eletriptan,,,,,Agonist,Full agonist,,Selective,f,t,,pKi,,,,Ki,,,,=,,,,10193663
270,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,EMDT,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10715164
271,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,LY344864,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9395253
272,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,lysergic acid,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
273,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,lysergol,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
274,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,naratriptan,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663|9303569|7780656
275,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,olanzapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
276,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,quetiapine,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
277,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,rizatriptan,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
278,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,RU 24969,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1652050
279,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,sumatriptan,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10611634|10193663|1565658|8967979|1652050
280,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]5-HT,,,,,Agonist,Full agonist,,,f,,,pKd,,,,-,,,,=,,,,1565658|9776361|9605573
281,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]8-OH-DPAT,,,,,Agonist,Full agonist,,,f,,,pKd,,,,Kd,,,,=,,,,10431754
282,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]alniditan,,,,,Agonist,Full agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9605573
283,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]eletriptan,,,,,Agonist,Full agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10193663
