ligand;target;endogenous;ligand_species;target_species;pubmed_id;action
dipropyl-5-CT;5-HT1F receptor;f;;Human;8380639;Full agonist
DOI;5-HT1F receptor;f;;Human;8380639;Full agonist
donitriptan;5-HT1F receptor;f;;Human;10381763;Full agonist
eletriptan;5-HT1F receptor;f;;Human;10193663;Full agonist
ergotamine;5-HT1F receptor;f;;Human;8380639;Full agonist
ergotamine;5-HT1F receptor;f;;Rat;8384716;Full agonist
lasmiditan;5-HT1F receptor;f;;Human;20855361;Full agonist
LY334370;5-HT1F receptor;f;;Human;15900510;Full agonist
LY344864;5-HT1F receptor;f;;Human;9395253;Full agonist
naratriptan;5-HT1F receptor;f;;Human;15900510|10193663;Full agonist
olanzapine;5-HT1F receptor;f;;Human;8935801;Full agonist
quetiapine;5-HT1F receptor;f;;Human;8935801;Full agonist
rizatriptan;5-HT1F receptor;f;;Human;15900510|10193663;Full agonist
sumatriptan;5-HT1F receptor;f;;Human;15900510|10193663|8380639|9225282;Full agonist
sumatriptan;5-HT1F receptor;f;;Human;8384716;Full agonist
[3H]LY334370;5-HT1F receptor;f;;Human;15900510;Full agonist
TFMPP;5-HT1F receptor;f;;Human;8380639;Full agonist
tryptamine;5-HT1F receptor;f;;Human;8380639;Full agonist
xanomeline;5-HT1F receptor;f;;Human;9884068;Full agonist
zolmitriptan;5-HT1F receptor;f;;Human;15900510|10193663;Full agonist
BRL-15572;5-HT1F receptor;f;;Human;9303567;Partial agonist
GR 127935;5-HT1F receptor;f;;Human;9303567|15900510;Partial agonist
NAN 190;5-HT1F receptor;f;;Human;8380639;Partial agonist
1-naphthylpiperazine;5-HT1F receptor;f;;Human;8380639|9225282;Antagonist
metergoline;5-HT1F receptor;f;;Human;8380639|9225282;Antagonist
metergoline;5-HT1F receptor;f;;Rat;8384716;Antagonist
methiothepin;5-HT1F receptor;f;;Human;8380639|9225282;Antagonist
methylergonovine;5-HT1F receptor;f;;Human;8380639;Antagonist
methysergide;5-HT1F receptor;f;;Rat;8384716;Antagonist
methysergide;5-HT1F receptor;f;;Human;15900510|8380639;Antagonist
risperidone;5-HT1F receptor;f;;Human;8935801;Antagonist
sertindole;5-HT1F receptor;f;;Human;8935801;Antagonist
yohimbine;5-HT1F receptor;f;;Rat;8384716;Antagonist
yohimbine;5-HT1F receptor;f;;Human;8380639;Antagonist
LP-12;5-HT2A receptor;f;;Human;17649988;Agonist
LP-44;5-HT2A receptor;f;;Human;17649988;Agonist
psilocin;5-HT2A receptor;f;;Human;16061378;Agonist
relenopride;5-HT2A receptor;f;;Human;25316608;Agonist
5-CT;5-HT2A receptor;f;;Human;15322733;Full agonist
5-hydroxytryptamine;5-HT2A receptor;t;;Human;8534270;Full agonist
5-hydroxytryptamine;5-HT2A receptor;t;;Human;15322733|8534270|12954071|2233697|8114677|8663249;Full agonist
5-hydroxytryptamine;5-HT2A receptor;t;;Rat;11040033|11104741|9655845;Full agonist
5-MeOT;5-HT2A receptor;f;;Rat;8114677;Full agonist
5-MeOT;5-HT2A receptor;f;;Human;8114677;Full agonist
8-OH-DPAT;5-HT2A receptor;f;;Human;15322733;Full agonist
AL-37350A;5-HT2A receptor;f;;Human;12954071;Full agonist
α-methyl-5-HT;5-HT2A receptor;f;;Human;15322733;Full agonist
α-methyl-5-HT;5-HT2A receptor;f;;Rat;11040033;Full agonist
BRL-15572;5-HT2A receptor;f;;Human;9303567;Full agonist
brolamfetamine;5-HT2A receptor;f;;Human;15322733|9933142;Full agonist
brolamfetamine;5-HT2A receptor;f;;Rat;9655845;Full agonist
BW723C86;5-HT2A receptor;f;;Human;15322733;Full agonist
cabergoline;5-HT2A receptor;f;;Human;12388666;Full agonist
CGS-12066;5-HT2A receptor;f;;Human;15322733;Full agonist
DOI;5-HT2A receptor;f;;Human;8534270|2233697|9933142;Full agonist
DOI;5-HT2A receptor;f;;Rat;11040033;Full agonist
(+)-DOI;5-HT2A receptor;f;;Human;15322733;Full agonist
DOM;5-HT2A receptor;f;;Rat;9655845;Full agonist
donitriptan;5-HT2A receptor;f;;Human;10381763;Full agonist
ergometrine;5-HT2A receptor;f;;Rat;8114677;Full agonist
GR 127935;5-HT2A receptor;f;;Human;9303567|9548813;Full agonist
N-1-isopropyl-5-MeOT;5-HT2A receptor;f;;Human;8114677;Full agonist
N-1-isopropyl-5-MeOT;5-HT2A receptor;f;;Rat;8114677;Full agonist
N-1-isopropyltryptamine;5-HT2A receptor;f;;Human;8114677;Full agonist
N-1-isopropyltryptamine;5-HT2A receptor;f;;Rat;8114677;Full agonist
(R)-DOI;5-HT2A receptor;f;;Human;12954071;Full agonist
(R)-DOI;5-HT2A receptor;f;;Human;15322733|9857084;Full agonist
lorcaserin;5-HT2A receptor;f;;Human;18252809;Full agonist
lorcaserin;5-HT2A receptor;f;;Human;18252809;Full agonist
(+)-LSD;5-HT2A receptor;f;;Human;15322733;Full agonist
LY344864;5-HT2A receptor;f;;Human;9395253;Full agonist
Lysergide;5-HT2A receptor;f;;Human;8663249;Full agonist
Lysergide;5-HT2A receptor;f;;Rat;12213075;Full agonist
methylergonovine;5-HT2A receptor;f;;Rat;11104741;Full agonist
methylergonovine;5-HT2A receptor;f;;Human;15322733;Full agonist
MK-212;5-HT2A receptor;f;;Human;15322733;Full agonist
Org 12962;5-HT2A receptor;f;;Human;15322733;Full agonist
ORG-37684;5-HT2A receptor;f;;Human;15322733;Full agonist
pergolide;5-HT2A receptor;f;;Human;12388666;Full agonist
pindolol;5-HT2A receptor;f;;Human;15322733;Full agonist
quetiapine;5-HT2A receptor;f;;Human;8935801;Full agonist
quinpirole;5-HT2A receptor;f;;Human;12388666|15322733;Full agonist
quipazine;5-HT2A receptor;f;;Human;15322733;Full agonist
Ro 60-0175;5-HT2A receptor;f;;Human;15322733;Full agonist
RU 24969;5-HT2A receptor;f;;Human;15322733;Full agonist
S 16924;5-HT2A receptor;f;;Human;9732398;Full agonist
SB 216641;5-HT2A receptor;f;;Human;9303567;Full agonist
[125I]DOI;5-HT2A receptor;f;;Rat;11101361;Full agonist
[3H](+)DOB;5-HT2A receptor;f;;Human;11562430|8534270;Full agonist
TFMPP;5-HT2A receptor;f;;Human;15322733;Full agonist
tryptamine;5-HT2A receptor;t;;Rat;8114677;Full agonist
tryptamine;5-HT2A receptor;t;;Human;15322733|2233697|8114677;Full agonist
VER-3323;5-HT2A receptor;f;;Human;15322733;Full agonist
aripiprazole;5-HT2A receptor;f;;Human;12784105|12629531;Partial agonist
aripiprazole;5-HT2A receptor;f;;Rat;12784105;Partial agonist
bromocriptine;5-HT2A receptor;f;;Human;12388666;Partial agonist
capeserod;5-HT2A receptor;f;;Human;12130738;Partial agonist
ergotamine;5-HT2A receptor;f;;Human;15322733;Partial agonist
ergotamine;5-HT2A receptor;f;;Rat;11104741;Partial agonist
m-chlorophenylpiperazine;5-HT2A receptor;f;;Human;15322733|8534270|9933142;Partial agonist
m-chlorophenylpiperazine;5-HT2A receptor;f;;Rat;11104741;Partial agonist
lisuride;5-HT2A receptor;f;;Human;12388666;Partial agonist
methysergide;5-HT2A receptor;f;;Rat;11104741;Partial agonist
terguride;5-HT2A receptor;f;;Human;12388666;Partial agonist
9-OH-risperidone;5-HT2A receptor;f;;Human;8935801;Antagonist
agomelatine;5-HT2A receptor;f;;Human;12750432;Antagonist
amesergide;5-HT2A receptor;f;;Rat;8114677;Antagonist
amesergide;5-HT2A receptor;f;;Human;8114677;Antagonist
amitriptyline;5-HT2A receptor;f;;Rat;10379421;Antagonist
amitriptyline;5-HT2A receptor;f;;Rat;8876023;Antagonist
amoxapine;5-HT2A receptor;f;;Rat;8876023;Antagonist
apomorphine;5-HT2A receptor;f;;Human;12388666;Antagonist
asenapine;5-HT2A receptor;f;;Human;18308814;Antagonist
BF-1;5-HT2A receptor;f;;Human;25666387;Antagonist
blonanserin;5-HT2A receptor;f;;Human;15686911;Antagonist
bufotenine;5-HT2A receptor;f;;Human;8663249;Antagonist
(+)-butaclamol;5-HT2A receptor;f;;Human;2233697;Antagonist
compound 3b [PMID:28943244];5-HT2A receptor;f;;Human;28943244;Antagonist
cyamemazine;5-HT2A receptor;f;;Human;12527336;Antagonist
duloxetine;5-HT2A receptor;f;;Human;11750180;Antagonist
EGIS-7625;5-HT2A receptor;f;;Human;15107597;Antagonist
EGIS-7625;5-HT2A receptor;f;;Rat;15107597;Antagonist
flibanserin;5-HT2A receptor;f;;Human;12177684;Antagonist
fluoxetine;5-HT2A receptor;f;;Rat;11104741;Antagonist
fluphenazine;5-HT2A receptor;f;;Human;12629531;Antagonist
fluspirilene;5-HT2A receptor;f;;Human;8935801;Antagonist
glemanserin;5-HT2A receptor;f;;Human;15322733;Antagonist
H05;5-HT2A receptor;f;;Human;29615471;Antagonist
haloperidol;5-HT2A receptor;f;;Rat;9655845;Antagonist
haloperidol;5-HT2A receptor;f;;Human;8935801|9732398|12629531|15102927|18308814;Antagonist
ketanserin;5-HT2A receptor;f;;Rat;11040033|9655845;Antagonist
ketanserin;5-HT2A receptor;f;;Human;15322733|8845011|12738034;Antagonist
L-741,626;5-HT2A receptor;f;;Human;10869410;Antagonist
lumateperone;5-HT2A receptor;f;;Human;25120104|24559051;Antagonist
lurasidone;5-HT2A receptor;f;;Rat;20404009;Antagonist
LY063518;5-HT2A receptor;f;;Human;8845011;Antagonist
LY108742;5-HT2A receptor;f;;Rat;8114677;Antagonist
LY215840;5-HT2A receptor;f;;Human;8114677;Antagonist
LY215840;5-HT2A receptor;f;;Rat;8114677;Antagonist
LY314228;5-HT2A receptor;f;;Human;8845011;Antagonist
LY320954;5-HT2A receptor;f;;Human;8845011;Antagonist
LY53857;5-HT2A receptor;f;;Human;8114677;Antagonist
LY53857;5-HT2A receptor;f;;Rat;8114677;Antagonist
LY86057;5-HT2A receptor;f;;Human;8114677;Antagonist
LY86057;5-HT2A receptor;f;;Rat;8114677;Antagonist
mesoridazine;5-HT2A receptor;f;;Human;15357957;Antagonist
mesulergine;5-HT2A receptor;f;;Human;15322733|8534270;Antagonist
mesulergine;5-HT2A receptor;f;;Rat;8114677;Antagonist
metergoline;5-HT2A receptor;f;;Human;15322733;Antagonist
methiothepin;5-HT2A receptor;f;;Human;15322733;Antagonist
methysergide;5-HT2A receptor;f;;Rat;9655845|15107597;Antagonist
methysergide;5-HT2A receptor;f;;Human;15322733;Antagonist
mianserin;5-HT2A receptor;f;;Human;10611634|15322733|15107597;Antagonist
mianserin;5-HT2A receptor;f;;Rat;9655845|8876023;Antagonist
mirtazapine;5-HT2A receptor;f;;Human;15771415;Antagonist
molindone;5-HT2A receptor;f;;Human;12629531;Antagonist
MPDT;5-HT2A receptor;f;;Rat;10715164;Antagonist
nefazodone;5-HT2A receptor;f;;Human;21823597;Antagonist
norfluoxetine;5-HT2A receptor;f;;Rat;11104741;Antagonist
olanzapine;5-HT2A receptor;f;;Human;8935801|12629531|12176106|18308814;Antagonist
perospirone;5-HT2A receptor;f;;Rat;1060115;Antagonist
perphenazine;5-HT2A receptor;f;;Human;12629531;Antagonist
pimozide;5-HT2A receptor;f;;Human;12629531|12176106;Antagonist
pindolol;5-HT2A receptor;f;;Human;15322733;Antagonist
pipamperone;5-HT2A receptor;f;;Human;8935801;Antagonist
quetiapine;5-HT2A receptor;f;;Human;12629531|12176106;Antagonist
risperidone;5-HT2A receptor;f;;Rat;9655845;Antagonist
ritanserin;5-HT2A receptor;f;;Rat;11040033|10188965;Antagonist
ritanserin;5-HT2A receptor;f;;Human;10188965;Antagonist
ritanserin;5-HT2A receptor;f;;Human;15322733;Antagonist
roxindole;5-HT2A receptor;f;;Human;12388666;Antagonist
RS-102221;5-HT2A receptor;f;;Rat;9225287;Antagonist
RS-102221;5-HT2A receptor;f;;Human;15322733|9225287;Antagonist
RS-127445;5-HT2A receptor;f;;Human;15322733;Antagonist
S33084;5-HT2A receptor;f;;Human;10869410;Antagonist
sarpogrelate;5-HT2A receptor;f;;Human;12738034;Antagonist
SB 206553;5-HT2A receptor;f;;Human;15322733|8821530;Antagonist
SB 215505;5-HT2A receptor;f;;Human;10188965;Antagonist
SB 221284;5-HT2A receptor;f;;Human;15322733;Antagonist
SB 224289;5-HT2A receptor;f;;Human;15322733;Antagonist
SB 228357;5-HT2A receptor;f;;Human;10188965|10737744;Antagonist
SB 242084;5-HT2A receptor;f;;Human;15322733|9225286;Antagonist
SB 243213;5-HT2A receptor;f;;Human;10737744;Antagonist
SDZ SER-082;5-HT2A receptor;f;;Human;15322733;Antagonist
sergolexole;5-HT2A receptor;f;;Rat;8114677;Antagonist
sergolexole;5-HT2A receptor;f;;Human;8114677;Antagonist
sertindole;5-HT2A receptor;f;;Human;8935801|12629531|12176106;Antagonist
spiperone;5-HT2A receptor;f;;Rat;11040033|9655845;Antagonist
spiperone;5-HT2A receptor;f;;Human;15322733|8534270|2233697;Antagonist
spiramide;5-HT2A receptor;f;;Human;15322733;Antagonist
[11C]GSK215083;5-HT2A receptor;f;;Human;22223878;Antagonist
[11C]volinanserin;5-HT2A receptor;f;;Human;11044889;Antagonist
[18F]altanserin;5-HT2A receptor;f;;Human;9027929;Antagonist
[3H]fananserin;5-HT2A receptor;f;;Rat;8472747;Antagonist
[3H]N-methylspiperone;5-HT2A receptor;f;;Rat;11040033;Antagonist
[3H]ketanserin;5-HT2A receptor;f;;Human;15322733|12738034;Antagonist
[3H]ketanserin;5-HT2A receptor;f;;Rat;11040033;Antagonist
thioridazine;5-HT2A receptor;f;;Human;12629531|12176106;Antagonist
thiothixene;5-HT2A receptor;f;;Human;12629531;Antagonist
trazodone;5-HT2A receptor;f;;Rat;11104741|8876023;Antagonist
trazodone;5-HT2A receptor;f;;Human;15322733;Antagonist
trifluoperazine;5-HT2A receptor;f;;Human;12629531;Antagonist
volinanserin;5-HT2A receptor;f;;Human;15322733|11562430|10188965;Antagonist
vortioxetine;5-HT2A receptor;f;;Human;21486038;Antagonist
xanomeline;5-HT2A receptor;f;;Human;9884068;Antagonist
ziprasidone;5-HT2A receptor;f;;Human;8935801|12629531|12176106|18308814;Antagonist
zotepine;5-HT2A receptor;f;;Human;8935801;Antagonist
AC-90179;5-HT2A receptor;f;;Human;15102927;Inverse agonist
chlorpromazine;5-HT2A receptor;f;;Human;12629531;Inverse agonist
chlorpromazine;5-HT2A receptor;f;;Rat;9655845;Inverse agonist
clozapine;5-HT2A receptor;f;;Human;8935801|9732398|15322733|12629531|15102927;Inverse agonist
clozapine;5-HT2A receptor;f;;Rat;9655845;Inverse agonist
loxapine;5-HT2A receptor;f;;Human;12629531;Inverse agonist
pimavanserin;5-HT2A receptor;f;;Human;15102927|17519387;Inverse agonist
risperidone;5-HT2A receptor;f;;Human;8935801|12629531|12176106;Inverse agonist
relenopride;5-HT2B receptor;f;;Human;25316608;Agonist
dihydroergocryptine;5-HT2B receptor;f;;Human;23519215;Biased agonist
Lysergide;5-HT2B receptor;f;;Human;23519215;Biased agonist
2-methyl-5-HT;5-HT2B receptor;f;;Rat;8450835;Full agonist
5-CT;5-HT2B receptor;f;;Human;15322733|8078486;Full agonist
5-CT;5-HT2B receptor;f;;Rat;8078486|8450835;Full agonist
5-hydroxytryptamine;5-HT2B receptor;t;;Human;15322733|12954071|11104741|8078486|15466450;Full agonist
5-hydroxytryptamine;5-HT2B receptor;t;;Rat;8450835;Full agonist
5-MeOT;5-HT2B receptor;f;;Rat;8450835;Full agonist
8-OH-DPAT;5-HT2B receptor;f;;Human;15322733;Full agonist
8-OH-DPAT;5-HT2B receptor;f;;Rat;8450835;Full agonist
AL-37350A;5-HT2B receptor;f;;Human;12954071;Full agonist
α-methyl-5-HT;5-HT2B receptor;f;;Human;15322733|8078486|15466450;Full agonist
α-methyl-5-HT;5-HT2B receptor;f;;Rat;8450835;Full agonist
brolamfetamine;5-HT2B receptor;f;;Human;15322733|9933142;Full agonist
BW723C86;5-HT2B receptor;f;;Human;15322733|15466450|12970106;Full agonist
cabergoline;5-HT2B receptor;f;;Human;12388666;Full agonist
CGS-12066;5-HT2B receptor;f;;Human;15322733;Full agonist
DOI;5-HT2B receptor;f;;Human;9933142|8078486|12970106;Full agonist
DOI;5-HT2B receptor;f;;Rat;8078486|8450835;Full agonist
(+)-DOI;5-HT2B receptor;f;;Human;15322733;Full agonist
(R)-DOI;5-HT2B receptor;f;;Human;12954071;Full agonist
(R)-DOI;5-HT2B receptor;f;;Human;15322733|9857084;Full agonist
lorcaserin;5-HT2B receptor;f;;Human;18252809;Full agonist
lorcaserin;5-HT2B receptor;f;;Human;18252809;Full agonist
(+)-LSD;5-HT2B receptor;f;;Human;15322733;Full agonist
LY344864;5-HT2B receptor;f;;Human;9395253;Full agonist
Lysergide;5-HT2B receptor;f;;Rat;12213075;Full agonist
MK-212;5-HT2B receptor;f;;Human;15322733|12970106;Full agonist
MK-212;5-HT2B receptor;f;;Rat;8450835;Full agonist
norfenfluramine;5-HT2B receptor;f;;Human;11104741;Full agonist
(-)-norfenfluramine;5-HT2B receptor;f;;Human;11104741;Full agonist
(+)-norfenfluramine;5-HT2B receptor;f;;Human;11104741;Full agonist
Org 12962;5-HT2B receptor;f;;Human;15322733;Full agonist
ORG-37684;5-HT2B receptor;f;;Human;15322733;Full agonist
pergolide;5-HT2B receptor;f;;Human;12388666;Full agonist
pindolol;5-HT2B receptor;f;;Human;15322733;Full agonist
quinpirole;5-HT2B receptor;f;;Human;12388666|15322733;Full agonist
quipazine;5-HT2B receptor;f;;Human;15322733;Full agonist
quipazine;5-HT2B receptor;f;;Rat;8450835;Full agonist
Ro 60-0175;5-HT2B receptor;f;;Human;15322733;Full agonist
RU 24969;5-HT2B receptor;f;;Rat;8450835;Full agonist
RU 24969;5-HT2B receptor;f;;Human;15322733;Full agonist
S 16924;5-HT2B receptor;f;;Human;9732398;Full agonist
[125I]DOI;5-HT2B receptor;f;;Human;;Full agonist
[3H]5-HT;5-HT2B receptor;f;;Rat;8450835;Full agonist
[3H]LSD;5-HT2B receptor;f;;Human;12738034;Full agonist
TFMPP;5-HT2B receptor;f;;Human;15322733;Full agonist
TFMPP;5-HT2B receptor;f;;Rat;8450835;Full agonist
tryptamine;5-HT2B receptor;f;;Rat;8450835;Full agonist
tryptamine;5-HT2B receptor;f;;Human;15322733;Full agonist
VER-3323;5-HT2B receptor;f;;Human;15322733;Full agonist
BRL-15572;5-HT2B receptor;f;;Human;9303567;Partial agonist
capeserod;5-HT2B receptor;f;;Human;12130738;Partial agonist
ergotamine;5-HT2B receptor;f;;Human;15322733|11104741;Partial agonist
GR 127935;5-HT2B receptor;f;;Human;9303567;Partial agonist
m-chlorophenylpiperazine;5-HT2B receptor;f;;Rat;8450835;Partial agonist
m-chlorophenylpiperazine;5-HT2B receptor;f;;Human;15322733|11104741|9933142|9459568|12970106;Partial agonist
methylergonovine;5-HT2B receptor;f;;Human;15322733|11104741;Partial agonist
methysergide;5-HT2B receptor;f;;Human;15322733|11104741|9459568;Partial agonist
methysergide;5-HT2B receptor;f;;Rat;8450835;Partial agonist
SB 216641;5-HT2B receptor;f;;Human;9303567;Partial agonist
1-naphthylpiperazine;5-HT2B receptor;f;;Rat;8078486|8450835;Antagonist
1-naphthylpiperazine;5-HT2B receptor;f;;Human;8078486|9459568;Antagonist
agomelatine;5-HT2B receptor;f;;Human;12750432;Antagonist
amesergide;5-HT2B receptor;f;;Rat;8450835;Antagonist
apomorphine;5-HT2B receptor;f;;Human;12388666;Antagonist
balovaptan;5-HT2B receptor;f;;Human;31951127;Antagonist
BF-1;5-HT2B receptor;f;;Human;25666387;Antagonist
bromocriptine;5-HT2B receptor;f;;Human;12388666;Antagonist
clozapine;5-HT2B receptor;f;;Human;9732398|15322733|9459568;Antagonist
EGIS-7625;5-HT2B receptor;f;;Human;15107597;Antagonist
fluoxetine;5-HT2B receptor;f;;Human;11104741;Antagonist
glemanserin;5-HT2B receptor;f;;Human;15322733;Antagonist
haloperidol;5-HT2B receptor;f;;Human;9459568;Antagonist
ketanserin;5-HT2B receptor;f;;Human;15322733|8845011|12738034|8078486|9459568;Antagonist
ketanserin;5-HT2B receptor;f;;Rat;8450835;Antagonist
L-741,626;5-HT2B receptor;f;;Human;10869410;Antagonist
lisuride;5-HT2B receptor;f;;Human;12388666;Antagonist
LY53857;5-HT2B receptor;f;;Rat;8450835;Antagonist
LY53857;5-HT2B receptor;f;;Human;9459568;Antagonist
LY86057;5-HT2B receptor;f;;Rat;8450835;Antagonist
melatonin;5-HT2B receptor;f;;Human;12750432;Antagonist
mesulergine;5-HT2B receptor;f;;Human;15322733|15107597|9459568;Antagonist
mesulergine;5-HT2B receptor;f;;Rat;8450835;Antagonist
metergoline;5-HT2B receptor;f;;Human;15322733;Antagonist
metergoline;5-HT2B receptor;f;;Rat;8450835;Antagonist
methiothepin;5-HT2B receptor;f;;Human;15322733|9459568;Antagonist
mianserin;5-HT2B receptor;f;;Human;15322733|9459568|10455251;Antagonist
mianserin;5-HT2B receptor;f;;Rat;8450835;Antagonist
norfluoxetine;5-HT2B receptor;f;;Human;11104741;Antagonist
piboserod;5-HT2B receptor;f;;Human;11504648;Antagonist
piboserod;5-HT2B receptor;f;;Human;15466450;Antagonist
pindolol;5-HT2B receptor;f;;Human;15322733;Antagonist
piribedil;5-HT2B receptor;f;;Human;12388666;Antagonist
rauwolscine;5-HT2B receptor;f;;Rat;8450835;Antagonist
rauwolscine;5-HT2B receptor;f;;Human;9459568;Antagonist
ritanserin;5-HT2B receptor;f;;Rat;8450835;Antagonist
ritanserin;5-HT2B receptor;f;;Human;15322733|10188965|9459568|10455251;Antagonist
roxindole;5-HT2B receptor;f;;Human;12388666;Antagonist
RS-102221;5-HT2B receptor;f;;Human;15322733|9225287;Antagonist
RS-127445;5-HT2B receptor;f;;Human;15322733|10455251;Antagonist
S33084;5-HT2B receptor;f;;Human;10869410;Antagonist
sarpogrelate;5-HT2B receptor;f;;Human;12738034;Antagonist
SB 204741;5-HT2B receptor;f;;Human;15322733;Antagonist
SB 206553;5-HT2B receptor;f;;Human;15322733|15466450;Antagonist
SB 215505;5-HT2B receptor;f;;Human;10188965;Antagonist
SB 221284;5-HT2B receptor;f;;Human;15322733;Antagonist
SB 224289;5-HT2B receptor;f;;Human;15322733;Antagonist
SB 228357;5-HT2B receptor;f;;Human;10188965|10737744;Antagonist
SB 242084;5-HT2B receptor;f;;Human;15322733|9225286;Antagonist
SB 243213;5-HT2B receptor;f;;Human;10737744;Antagonist
SB 277011-A;5-HT2B receptor;f;;Human;10945872;Antagonist
SDZ SER-082;5-HT2B receptor;f;;Human;15322733;Antagonist
spiperone;5-HT2B receptor;f;;Human;15322733|8078486|9459568;Antagonist
spiperone;5-HT2B receptor;f;;Rat;8450835;Antagonist
spiramide;5-HT2B receptor;f;;Human;15322733;Antagonist
spiroxatrine;5-HT2B receptor;f;;Human;9459568;Antagonist
[3H]rauwolscine;5-HT2B receptor;f;;Human;9459568;Antagonist
tegaserod;5-HT2B receptor;f;;Human;15466450;Antagonist
terguride;5-HT2B receptor;f;;Human;12388666;Antagonist
trazodone;5-HT2B receptor;f;;Human;15322733|11104741;Antagonist
volinanserin;5-HT2B receptor;f;;Human;15322733|10188965;Antagonist
xanomeline;5-HT2B receptor;f;;Human;9884068;Antagonist
yohimbine;5-HT2B receptor;f;;Rat;8450835;Antagonist
yohimbine;5-HT2B receptor;f;;Human;8078486|9459568|10455251;Antagonist
[3H]mesulergine;5-HT2B receptor;f;;Human;15322733;Inverse agonist
lorcaserin;5-HT2C receptor;f;;Human;;Agonist
[3H]LSD;5-HT2C receptor;f;;Human;;Agonist
5-CT;5-HT2C receptor;f;;Human;15322733|10611640;Full agonist
