interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
137,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[3H]robalzotan,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9851589
138,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[3H]WAY100635,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9048968
139,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,(-)-tertatolol,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9760039|9067310
140,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,thioridazine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9760039
141,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,tiospirone,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9760039
142,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100135,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9550290
143,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100635,,,,,f,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,9760039|9550290
144,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,yohimbine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10611634
145,5-HT1A receptor,,HTR1A,P08908,ENSG00000178394,,,,,,,Human,zotepine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
146,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,almotriptan,,,,,t,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Affinity of almotriptan at recombinant h5-HT1B receptors expressed in HeLa cells, determined in a radioligand displacement assay using [125I]GTI as tracer.",,,11134654
147,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,avitriptan,,,,,f,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
148,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,avitriptan,,,,,f,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
149,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,frovatriptan,,,,,t,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,9986723
150,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,[125I]GTI,,,,,f,Agonist,Agonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,1738002|8361548
151,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,1-naphthylpiperazine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179|1565658|8863519
152,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,2-methyl-5-HT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
153,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-CT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1557407
154,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-CT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
155,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,,,,,f,Agonist,Full agonist,,Not Determined,t,,,pKd,,,,-,,,,=,,,,1565658|8863519
156,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-hydroxytryptamine,,,,,f,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,-,,,,=,,,,1557407
157,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,,,,,f,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,-,,,,=,,,,10431754|1565658|9208142|9776361|11040052|8957260
158,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-MeOT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
159,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-(nonyloxy)-tryptamine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10513577
160,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,7-methoxy-1-naphthylpiperazine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179
161,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,8-OH-DPAT,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,-,,,,=,,,,9303569
162,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,alniditan,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
163,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,aripiprazole,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12784105
164,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,asenapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
165,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,cabergoline,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12388666
166,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CGS-12066,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|10513577
167,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,clozapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
168,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP-122288,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9303569
169,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP94253,,,,,f,Agonist,Full agonist,,Selective,f,,,pKi,,,,Ki,,,,=,,,,
170,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dihydroergotamine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8863519|8967979
171,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dipropyl-5-CT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
172,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,donitriptan,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
173,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,eletriptan,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10193663
174,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-694,247",,,,,f,Agonist,Full agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,10513577
175,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-772,405",,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,10585208
176,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,LY344864,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9395253
177,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lysergol,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
178,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,olanzapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
179,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,oxymetazoline,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9632357
180,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pergolide,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,12388666
181,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,RU 24969,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1557407
182,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]8-OH-DPAT,,,,,f,Agonist,Full agonist,,Not Determined,f,f,,pKd,,,,-,,,,=,,,,10431754
183,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]alniditan,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9605573
184,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,TFMPP,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
185,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,tryptamine,,,,,f,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,1565658
186,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,xanomeline,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9884068
187,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ziprasidone,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
188,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"BMS 181,101",,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,11040052
189,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,BRL-15572,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9303567
190,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,bromocriptine,,,,,t,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
191,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,capeserod,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12130738
192,5-HT1B receptor,,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,donitriptan,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,10381763
193,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9397179|9303567|9776361|8957260|9548813
194,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-775,606",,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,11040052
195,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lisuride,,,,,t,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
196,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,naratriptan,,,,,t,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
197,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rizatriptan,,,,,t,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
198,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,roxindole,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,10431754|12388666
199,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 216641,,,,,f,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,9303567
200,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sumatriptan,,,,,t,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10611634|10193663|1565658|8863519|10513577|11040052|8967979
201,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[11C]AZ10419369,,,,,f,Agonist,Partial agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,20424633
202,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]eletriptan,,,,,f,Agonist,Partial agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10193663
203,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]N-methyl-AZ10419369,,,,,f,Agonist,Partial agonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,19401496
204,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[3H]sumatriptan,,,,,f,Agonist,Partial agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10193663
205,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,terguride,,,,,t,Agonist,Partial agonist,,,f,,,pKi,,,,,,,,,,,,12388666
206,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,vortioxetine,,,,,t,Agonist,Partial agonist,,Non-selective,f,t,,pKi,,,,Ki,,,,=,,,,21486038
207,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zolmitriptan,,,,,t,Agonist,Partial agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
208,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-HT-moduline,,,,,f,Allosteric modulator,Negative,,,t,,,pIC50,,,,,,,,,,,,9774213
209,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-OH-DPAT,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
210,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,9-OH-risperidone,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
211,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,cyanopindolol,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
212,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10513577
213,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,10513577
214,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,,,,,f,Antagonist,Antagonist,,Selective,f,,,pKB,,,,-,,,,=,,,,11888546
215,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(R)-flurocarazolol,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11512051
216,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(S)-flurocarazolol,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11512051
217,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,ketanserin,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
218,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ketanserin,,,,,t,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9303569|9605573
219,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,metergoline,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8863519
220,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methysergide,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
221,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,mianserin,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
222,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ocaperidone,,,,,f,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9605573
223,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,(-)-pindolol,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
224,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pipamperone,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
225,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rauwolscine,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1565658|8863519
226,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,risperidone,,,,,t,Antagonist,Antagonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,8935801|9605573|18308814
227,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ritanserin,,,,,f,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9303569|9605573
228,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,S33084,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10869410
229,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 272183,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11454652
230,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 649915,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,15887956
231,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 714786,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,15887956
232,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sertindole,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
233,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,spiperone,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
234,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"[3H]GR 125,743",,,,,f,Antagonist,Antagonist,,Selective,f,,,pKd,,,,Kd,,,,=,,,,10513577|10452531
235,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(+)-WAY 100135,,,,,f,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9208142
236,5-HT1B receptor,,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,yohimbine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,1557407
237,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,yohimbine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10611634|1565658
238,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zotepine,,,,,t,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,8935801
239,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methiothepin,,,,,f,Antagonist,Inverse agonist,,,f,,,pKi,,,,,,,,,,,,8863519|10513577|11040052|8957260
240,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 224289,,,,,f,Antagonist,Inverse agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,9776361|11040052|9548813
241,5-HT1B receptor,,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB236057,,,,,f,Antagonist,Inverse agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,10443589
242,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,almotriptan,,,,,t,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Affinity of almotriptan at recombinant h5-HT1D receptors expressed in HeLa cells, determined in a radioligand displacement assay using [125I]GTI as tracer.",,,11134654
243,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,avitriptan,,,,,f,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9050026
244,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,ergotamine,,,,,t,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,10715164
245,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,frovatriptan,,,,,t,Agonist,Agonist,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,9986723
246,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,"L-694,247",,,,,f,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9855638
247,5-HT1D receptor,,,,,,,,,,,Gorilla,PNU109291,,,,,f,Agonist,Agonist,,Selective,f,,,pKi,,,,Ki,,,,=,,,,9632349
248,5-HT1D receptor,,Htr1d,P28565,ENSRNOG00000012038,,,,,,,Rat,[125I]GTI,,,,,f,Agonist,Agonist,,Selective,f,f,,pKd,,,,Kd,,,,=,,,,1738002|8361548
249,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,[3H]5-CT,,,,,f,Agonist,Agonist,,Non-selective,f,,,pKd,,,,Kd,,,,=,,,,10452531
250,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,1-naphthylpiperazine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179|1565658
251,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,2-methyl-5-HT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979
252,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-CT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979|1652050
253,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-hydroxytryptamine,,,,,f,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,10431754|1565658|9208142|9776361|8957260|8967979|1652050
254,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,5-MeOT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|8967979|1652050
255,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,7-methoxy-1-naphthylpiperazine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9397179
256,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,8-OH-DPAT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10193663|9303569|8967979
257,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,alniditan,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9605573|8967979
258,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,α-methyl-5-HT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
259,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,aripiprazole,,,,,t,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,12784105
260,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,asenapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
261,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,CGS-12066,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658|1652050
262,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,clozapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
263,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,CP-122288,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9303569
264,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dihydroergotamine,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,9605573|8967979|1652050
265,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dimethyltryptamine,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
266,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,dipropyl-5-CT,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,1565658
267,5-HT1D receptor,,Htr1d,P28565,ENSRNOG00000012038,,,,,,,Rat,donitriptan,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
268,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,donitriptan,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10381763
269,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,eletriptan,,,,,t,Agonist,Full agonist,,Selective,f,t,,pKi,,,,Ki,,,,=,,,,10193663
270,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,EMDT,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10715164
271,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,LY344864,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9395253
272,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,lysergic acid,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8967979
273,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,lysergol,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1565658
274,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,naratriptan,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663|9303569|7780656
275,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,olanzapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
276,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,quetiapine,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,8935801
277,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,rizatriptan,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,10193663
278,5-HT1D receptor,,HTR1D,P28221,ENSG00000179546,,,,,,,Human,RU 24969,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,1652050
