,receptor,family,gene
1073,Low affinity cationic amino acid transporter 2,SLC7 family,"['mnd', 'sbm', 'CG7255', 'CG5535', 'CG13248', 'slif', 'CG1607']"
1074,Cationic amino acid transporter 3,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1075,Cationic amino acid transporter 4,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1076,Probable cationic amino acid transporter,SLC7 family,['CG12531']
1077,L-type amino acid transporter 1,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1078,L-type amino acid transporter 2,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1079,y+L amino acid transporter 1,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1080,y+L amino acid transporter 2,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1081,"b0,+-type amino acid transporter 1",SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1082,Asc-type amino acid transporter 1,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'CG13248', 'slif', 'CG1607']"
1083,Cystine/glutamate transporter,SLC7 family,"['mnd', 'CG7255', 'CG5535', 'slif', 'CG1607']"
1084,AGT1,SLC7 family,"['mnd', 'sbm', 'CG7255', 'CG5535', 'CG13248', 'slif', 'CG1607']"
1085,Sodium/hydrogen exchanger 1,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1086,Sodium/hydrogen exchanger 2,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1087,Sodium/hydrogen exchanger 3,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1088,Sodium/hydrogen exchanger 4,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1089,Sodium/hydrogen exchanger 5,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1090,Sodium/hydrogen exchanger 8,SLC9 family of sodium/hydrogen exchangers,['Nhe1']
1091,Sodium/hydrogen exchanger 9,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1092,solute carrier family 9 member B1,SLC9 family of sodium/hydrogen exchangers,"['Nha1', 'Nha2']"
1093,solute carrier family 9 member B2,SLC9 family of sodium/hydrogen exchangers,"['Nha1', 'Nha2']"
1094,Sodium/hydrogen exchanger 10,SLC9 family of sodium/hydrogen exchangers,"['Nhe3', 'Nhe2']"
1095,OATP2A1,SLCO family of organic anion transporting polypeptides,"['Oatp33Ea', 'Oatp33Eb', 'Oatp58Db', 'Oatp58Dc', 'Oatp74D', 'Oatp58Da']"
1096,OATP2B1,SLCO family of organic anion transporting polypeptides,"['Oatp33Ea', 'Oatp33Eb', 'Oatp58Db', 'Oatp58Dc', 'Oatp74D', 'Oatp58Da']"
1097,OATP4A1,SLCO family of organic anion transporting polypeptides,['Oatp26F']
1098,OATP5A1,SLCO family of organic anion transporting polypeptides,['Oatp30B']
1099,Electrogenic sodium bicarbonate cotransporter 1,Sodium-dependent HCO3- transporters,"['CG8177', 'Ndae1']"
1100,Electrogenic sodium bicarbonate cotransporter 4,Sodium-dependent HCO3- transporters,"['CG8177', 'Ndae1']"
1101,Electroneutral sodium bicarbonate cotransporter 1,Sodium-dependent HCO3- transporters,"['CG8177', 'Ndae1']"
1102,Electroneutral sodium bicarbonate cotransporter 2,Sodium-dependent HCO3- transporters,"['CG8177', 'Ndae1']"
1103,NBCBE,Sodium-dependent HCO3- transporters,"['CG8177', 'Ndae1']"
1104,SGLT6,Sodium myo-inositol cotransporter transporters,"['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
1105,NIS,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters","['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
1106,SMVT,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters","['CG10444', 'CG32669']"
1107,SMCT1,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters","['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
1108,SMCT2,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters","['CG2187', 'CG9657', 'SLC5A11', 'CG6723', 'ChT', 'salt', 'Smvt', 'CG31262', 'CG31668', 'CG33124', 'CG42235']"
1109,sodium-coupled neutral amino acid transporter 1,System A-like transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1110,sodium-coupled neutral amino acid transporter 2,System A-like transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1111,sodium-coupled neutral amino acid transporter 4,System A-like transporters,"['CG16700', 'CG4991', 'polyph', 'CG1139', 'CG7888', 'CG32079', 'CG32081']"
1112,Sodium-coupled neutral amino acid transporter 3,System N-like transporters,"['CG16700', 'CG4991', 'polyph', 'CG1139', 'CG7888', 'CG32079', 'CG32081']"
1113,Sodium-coupled neutral amino acid transporter 5,System N-like transporters,"['CG16700', 'CG4991', 'CG13384', 'polyph', 'VGAT', 'CG1139', 'CG7888', 'CG32079', 'CG32081', 'mah']"
1114,Sodium/phosphate cotransporter 3,Type I sodium-phosphate co-transporters,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1115,Sodium/phosphate cotransporter 4,Type I sodium-phosphate co-transporters,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1116,Sodium/phosphate cotransporter homolog,Type I sodium-phosphate co-transporters,"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1117,Vesicular glutamate transporter 1,Vesicular glutamate transporters (VGLUTs),"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1118,Vesicular glutamate transporter 2,Vesicular glutamate transporters (VGLUTs),"['dmGlut', 'Picot', 'CG9254', 'CG6978', 'VGlut']"
1119,Vesicular glutamate transporter 3,Vesicular glutamate transporters (VGLUTs),"['dmGlut', 'MFS14', 'Picot', 'CG9254', 'CG6978', 'VGlut', 'CG7881', 'MFS12', 'MFS15', 'CG15096', 'MFS16', 'CG12490', 'CG9825', 'CG9826', 'CG3649', 'CG2003', 'CG30265', 'MFS1']"
1120,Vesicular nucleotide transporter,Vesicular nucleotide transporter,['MFS18']
1121,V-type ATPase V1 motor A subunit,V-type ATPase,"['Vha68-2', 'Vha68-1']"
1122,V-type ATPase V1 motor B2 subunit,V-type ATPase,['Vha55']
1123,V-type ATPase V1 motor C1 subunit,V-type ATPase,['Vha44']
1124,V-type ATPase V1 motor C2 subunit,V-type ATPase,['Vha44']
1125,V-type ATPase V1 motor D subunit,V-type ATPase,"['Vha36-1', 'Vha36-3']"
1126,V-type ATPase V1 motor E1 subunit,V-type ATPase,['Vha26']
1127,V-type ATPase V1 motor E2 subunit,V-type ATPase,['Vha26']
1128,V-type ATPase V1 motor F subunit,V-type ATPase,['Vha14-2']
1129,V-type ATPase V1 motor G2 subunit,V-type ATPase,['Vha13']
1130,V-type ATPase V1 motor H subunit,V-type ATPase,['VhaSFD']
1131,V-type ATPase V0 motor a1 subunit,V-type ATPase,"['Vha100-2', 'Vha100-1', 'Vha100-5', 'Vha100-4']"
1132,V-type ATPase V0 motor b subunit,V-type ATPase,"['VhaPPA1-1', 'VhaPPA1-2']"
1133,V-type ATPase V0 motor c subunit,V-type ATPase,"['Vha16-3', 'Vha16-2', 'Vha16-5', 'Vha16-4', 'Vha16-1']"
1134,V-type ATPase V0 motor d1 subunit,V-type ATPase,['VhaAC39-1']
1135,V-type ATPase V0 motor d2 subunit,V-type ATPase,['VhaAC39-1']
1136,V-type ATPase V0 motor e1 subunit,V-type ATPase,"['VhaM9.7-b', 'VhaM9.7-c', 'VhaM9.7-a', 'VhaM9.7-d']"
1137,V-type ATPase V0 motor e2 subunit,V-type ATPase,"['VhaM9.7-b', 'VhaM9.7-c', 'VhaM9.7-a', 'VhaM9.7-d']"
1138,LanC like 2,Abscisic acid receptor complex,['CG2061']
1139,Adipo1 receptor,Adiponectin receptors,['AdipoR']
1140,Aryl hydrocarbon receptor,Aryl hydrocarbon receptor complex,['ss']
1141,transthyretin,Carrier proteins,['CG30016']
1142,killer cell lectin like receptor C1 (CD159a),CD molecules,['rgn']
1143,chitinase 3 like 1,Chitinase-like proteins,"['Idgf6', 'Idgf3', 'Idgf2', 'Idgf1', 'Cht4', 'Idgf4', 'Cht8', 'Cht9', 'Cht7', 'Cht12', 'Cda4', 'Idgf5', 'Cht10']"
1144,C-type lectin domain family 7 member A,C-type lectin-like receptors (CLRs),['rgn']
1145,C-type lectin domain family 12 member A,C-type lectin-like receptors (CLRs),['rgn']
1146,fatty acid binding protein 3,Fatty acid-binding proteins,['fabp']
1147,fatty acid binding protein 4,Fatty acid-binding proteins,['fabp']
1148,fatty acid binding protein 5,Fatty acid-binding proteins,['fabp']
1149,peripheral myelin protein 2,Fatty acid-binding proteins,['fabp']
1150,fatty acid binding protein 9,Fatty acid-binding proteins,['fabp']
1151,retinol binding protein 1,Fatty acid-binding proteins,['fabp']
1152,retinol binding protein 2,Fatty acid-binding proteins,['fabp']
1153,retinol binding protein 7,Fatty acid-binding proteins,['fabp']
1154,retinaldehyde binding protein 1,Fatty acid-binding proteins,"['CG3191', 'CG3091', 'CG3823', 'CG1902', 'CG12926', 'CG10301', 'CG10300', 'CG30339', 'CG31636', 'CG32485', 'CG33514', 'CG33965', 'CG33966']"
1155,cellular retinoic acid binding protein 1,Fatty acid-binding proteins,['fabp']
1156,cellular retinoic acid binding protein 2,Fatty acid-binding proteins,"['fabp', 'fabp']"
1157,forkhead box N1,Forkhead box TFs,['jumu']
1158,G protein subunit alpha q,G-alpha family G(q) subfamily,['Galphaq']
1159,heat shock protein family A (Hsp70) member 1A,Heat shock proteins,"['Hsc70Cb', 'Hsc70Cb']"
1160,heat shock protein family A (Hsp70) member 1B,Heat shock proteins,"['Hsc70Cb', 'Hsc70Cb']"
1161,heat shock protein family A (Hsp70) member 2,Heat shock proteins,"['Hsc70-1', 'Hsc70-4']"
1162,heat shock protein family A (Hsp70) member 8,Heat shock proteins,['Hsc70Cb']
1163,heat shock protein family A (Hsp70) member 1 like,Heat shock proteins,['Hsc70Cb']
1164,heat shock protein 90 beta family member 1,Heat shock proteins,['Gp93']
1165,TNF receptor associated protein 1,Heat shock proteins,['Trap1']
1166,TIGIT,Immunoglobulin like domain containing proteins,['Fas3']
1167,baculoviral IAP repeat containing 2,Inhibitors of apoptosis (IAP) protein family,['Diap2']
1168,baculoviral IAP repeat containing 3,Inhibitors of apoptosis (IAP) protein family,['Diap2']
1169,X-linked inhibitor of apoptosis,Inhibitors of apoptosis (IAP) protein family,['Diap2']
1170,baculoviral IAP repeat containing 5,Inhibitors of apoptosis (IAP) protein family,['Diap2']
1171,baculoviral IAP repeat containing 6,Inhibitors of apoptosis (IAP) protein family,['Bruce']
1172,baculoviral IAP repeat containing 7,Inhibitors of apoptosis (IAP) protein family,['Diap2']
1173,kinesin-5,Kinesins,"['nod', 'Klp61F', 'CG32318']"
1174,unc-119 lipid binding chaperone,Lipid binding chaperones,['unc-119']
1175,L3MBTL histone methyl-lysine binding protein 3,Methyllysine reader proteins,"['l(3)mbt', 'Scm', 'Sfmbt']"
1176,Translocator protein,Mitochondrial-associated proteins,['Tspo']
1177,bromodomain adjacent to zinc finger domain 1A,Non-enzymatic BRD containing proteins,['Acf']
1178,bromodomain adjacent to zinc finger domain 1B,Non-enzymatic BRD containing proteins,['tou']
1179,bromodomain adjacent to zinc finger domain 2A,Non-enzymatic BRD containing proteins,"['Gcn5', 'Acf']"
1180,bromodomain PHD finger transcription factor,Non-enzymatic BRD containing proteins,['E(bx)']
1181,bromodomain testis associated,Non-enzymatic BRD containing proteins,"['Gcn5', 'Acf']"
1182,bromodomain and PHD finger containing 1,Non-enzymatic BRD containing proteins,['Br140']
1183,bromodomain and PHD finger containing 3,Non-enzymatic BRD containing proteins,['Br140']
1184,bromodomain and WD repeat domain containing 1,Non-enzymatic BRD containing proteins,['BRWD3']
1185,bromodomain and WD repeat domain containing 3,Non-enzymatic BRD containing proteins,['BRWD3']
1186,CECR2 histone acetyl-lysine reader,Non-enzymatic BRD containing proteins,"['Gcn5', 'Acf']"
1187,CREB binding protein,Non-enzymatic BRD containing proteins,['nej']
1188,E1A binding protein p300,Non-enzymatic BRD containing proteins,['nej']
1189,polybromo 1,Non-enzymatic BRD containing proteins,['polybromo']
1190,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",Non-enzymatic BRD containing proteins,['brm']
1191,pleckstrin homology domain interacting protein,Non-enzymatic BRD containing proteins,['BRWD3']
1192,zinc finger MYND-type containing 8,Non-enzymatic BRD containing proteins,['CG1815']
1193,zinc finger MYND-type containing 11,Non-enzymatic BRD containing proteins,['CG8569']
1194,notch receptor 4,Notch receptors,"['Dl', 'Ser', 'wry']"
1195,exportin 1,Nuclear export proteins,['emb']
1196,TIGIT,Other immune checkpoint proteins,['Fas3']
1197,stimulator of interferon response cGAMP interactor 1,Other pattern recognition receptors,['Sting']
1198,regulator of G-protein signaling 10,R12 family,['loco']
1199,reticulon 4,Reticulons and associated proteins,"['Rtnl2', 'Rtnl1']"
1200,eukaryotic translation elongation factor 2,Ribosomal factors,['eEF2']
1201,regulator of G-protein signaling 17,RZ family,['Dhit']
1202,tubulin beta 4B class IVb,Tubulins,['betaTub56D']
1203,glypican 3,Tumour-associated antigens,['dlp']
1204,trophoblast glycoprotein,Tumour-associated antigens,['CG7702']
1205,WD repeat domain 5,WD repeat-containing proteins,"['CG10931', 'wds']"
